date,closing_price,starting_price,high_price,low_price,trans_thd,trans_vol_mil,mkt_cap_mil
2011/09/01,1880.70,1887.21,1928.40,1877.40,500400,8722077,1063398229
2011/09/02,1867.75,1872.62,1890.86,1853.70,442558,5529121,1056107322
2011/09/05,1785.83,1829.30,1829.75,1785.82,414041,5902507,1009866663
2011/09/06,1766.71,1752.98,1790.47,1744.03,505301,6592715,999276616
2011/09/07,1833.46,1811.60,1833.54,1798.79,417889,6157974,1037168513
2011/09/08,1846.64,1858.05,1858.05,1826.44,416661,7019834,1044647819
2011/09/09,1812.93,1817.10,1847.05,1812.90,331919,5523273,1026016145
2011/09/14,1749.16,1804.09,1807.47,1743.78,339699,5872974,989823119
2011/09/15,1774.08,1797.18,1806.63,1742.91,392101,6322419,1004011695
2011/09/16,1840.10,1819.45,1844.52,1807.62,430066,7639829,1040674112
2011/09/19,1820.94,1818.90,1839.82,1813.10,335585,4986032,1029879834
2011/09/20,1837.97,1819.84,1840.73,1793.75,321238,5538384,1039651561
2011/09/21,1854.28,1842.17,1869.77,1831.95,297584,5971826,1048762888
2011/09/22,1800.55,1807.24,1819.81,1785.69,295390,5783802,1018418633
2011/09/23,1697.44,1736.38,1743.49,1697.39,411837,7565051,960324773
2011/09/26,1652.71,1720.50,1721.03,1644.11,424262,7371959,935382491
2011/09/27,1735.71,1704.25,1735.71,1695.05,339822,6226371,982219222
2011/09/28,1723.09,1751.04,1762.67,1723.08,344432,6360416,975890589
2011/09/29,1769.29,1713.10,1769.75,1706.90,373919,6682576,1001668484
2011/09/30,1769.65,1759.52,1774.29,1742.89,354163,6551421,1001920300
2011/10/04,1706.19,1683.94,1706.45,1658.06,301541,6753150,966819366
2011/10/05,1666.52,1718.52,1718.52,1659.31,336296,7676993,944762965
2011/10/06,1710.32,1714.84,1733.70,1707.77,352625,7868461,969364910
2011/10/07,1759.77,1751.55,1765.43,1747.42,334732,7563471,996728120
2011/10/10,1766.44,1763.30,1783.37,1761.68,274639,5033066,1000538723
2011/10/11,1795.02,1810.36,1811.14,1792.78,399985,7153222,1016518313
2011/10/12,1809.50,1789.65,1810.51,1778.97,355347,5831022,1024751945
2011/10/13,1823.10,1831.95,1837.49,1823.10,431553,6649712,1032594261
2011/10/14,1835.40,1816.19,1839.19,1803.42,349010,5079715,1039982588
2011/10/17,1865.18,1855.72,1865.18,1845.43,367735,5922686,1056485746
2011/10/18,1838.90,1826.44,1845.18,1822.91,323455,6386362,1041799232
2011/10/19,1855.92,1851.84,1855.93,1834.38,340011,5768906,1051276589
2011/10/20,1805.09,1857.46,1870.50,1804.11,349123,6797451,1022960861
2011/10/21,1838.38,1831.89,1843.51,1809.42,355182,6463620,1041700141
2011/10/24,1898.32,1858.26,1898.32,1858.23,373903,6775213,1075216922
2011/10/25,1888.65,1900.99,1905.78,1883.68,354772,6098845,1069855936
2011/10/26,1894.31,1871.69,1896.02,1864.99,384786,5622895,1072704627
2011/10/27,1922.04,1906.16,1923.98,1891.23,418276,8066122,1088058942
2011/10/28,1929.48,1961.09,1963.74,1920.81,508760,10124481,1092618579
2011/10/31,1909.03,1922.31,1941.32,1902.04,393703,6433179,1081785632
2011/11/01,1909.63,1891.22,1925.08,1891.22,353626,6285357,1082696792
2011/11/02,1898.01,1870.51,1899.35,1859.83,389594,6758007,1076004508
2011/11/03,1869.96,1895.14,1895.14,1863.57,436425,6300666,1060087086
2011/11/04,1928.41,1911.56,1929.01,1906.33,466597,7161493,1093102064
2011/11/07,1919.10,1932.95,1932.95,1915.38,349699,5278008,1087907919
2011/11/08,1903.14,1927.89,1928.07,1900.09,403211,5230861,1078796430
2011/11/09,1907.53,1925.86,1929.65,1897.47,434624,6195596,1081658625
2011/11/10,1813.25,1860.96,1862.27,1813.25,401930,7902942,1028617421
2011/11/11,1863.45,1840.98,1863.46,1823.87,296907,5279685,1057051588
2011/11/14,1902.81,1889.33,1907.62,1889.33,327269,5267982,1078853548
2011/11/15,1886.12,1888.67,1900.58,1878.42,361434,4846933,1069085556
2011/11/16,1856.07,1898.14,1911.33,1853.13,407755,5676397,1054071562
2011/11/17,1876.67,1862.87,1876.88,1835.73,353144,4760666,1065288045
2011/11/18,1839.17,1839.63,1850.04,1832.17,337050,4814558,1043648093
2011/11/21,1820.03,1833.90,1833.90,1811.69,299737,4018004,1032780883
2011/11/22,1826.28,1798.41,1830.84,1797.93,271102,3945924,1036523834
2011/11/23,1783.10,1820.86,1820.86,1780.24,411239,4665456,1011727032
2011/11/24,1795.06,1775.82,1800.01,1769.43,280370,4194979,1019300746
2011/11/25,1776.40,1780.06,1790.81,1766.73,306414,4311348,1008677119
2011/11/28,1815.28,1804.80,1816.65,1795.39,277682,4304404,1030593864
2011/11/29,1856.52,1828.30,1856.76,1823.93,329522,6336967,1054313765
2011/11/30,1847.51,1847.17,1858.10,1838.70,334553,6502652,1049141145
2011/12/01,1916.18,1911.50,1926.33,1908.33,500455,9338549,1087816203
2011/12/02,1916.04,1914.41,1920.64,1905.69,389330,5824235,1087837646
2011/12/05,1922.90,1928.46,1929.18,1911.61,330236,4166261,1091784693
2011/12/06,1902.82,1914.49,1920.70,1892.01,383430,4644042,1080409632
2011/12/07,1919.42,1914.50,1921.52,1904.52,402804,5806817,1090515430
2011/12/08,1912.39,1911.07,1925.56,1898.34,426922,6004378,1087887776
2011/12/09,1874.75,1883.86,1894.59,1872.67,372814,5132355,1066565198
2011/12/12,1899.76,1902.75,1903.19,1890.18,409625,5365878,1080713925
2011/12/13,1864.06,1877.40,1880.40,1863.77,450083,5271931,1060252724
2011/12/14,1857.75,1852.20,1864.79,1851.89,401927,4410182,1056355325
2011/12/15,1819.11,1834.82,1840.94,1817.61,409620,5391436,1034636031
2011/12/16,1839.96,1827.83,1842.94,1823.68,489950,4377714,1046533511
2011/12/19,1776.93,1829.49,1829.49,1750.60,684314,6683264,1010870033
2011/12/20,1793.06,1791.62,1797.59,1780.10,389772,3992723,1019982859
2011/12/21,1848.41,1837.99,1850.67,1831.26,516913,5239156,1051439059
2011/12/22,1847.49,1841.23,1847.49,1835.91,406415,3136029,1051156173
2011/12/23,1867.22,1861.07,1872.31,1859.40,466332,4322574,1064015237
2011/12/26,1856.70,1873.07,1873.79,1851.99,434745,3038602,1059014215
2011/12/27,1842.02,1856.78,1864.71,1813.48,529919,4359041,1050888614
2011/12/28,1825.12,1833.26,1833.26,1817.97,378657,3305494,1041003536
2011/12/29,1825.74,1815.63,1835.19,1806.88,344646,3632134,1041999162
2012/01/02,1826.37,1831.69,1837.81,1814.55,323359,3304264,1042325073
2012/01/03,1875.41,1846.56,1875.41,1846.56,443474,4831854,1070059481
2012/01/04,1866.22,1883.48,1884.69,1866.22,494500,4714360,1064738870
2012/01/05,1863.74,1869.42,1875.97,1860.57,533768,4856718,1063280532
2012/01/06,1843.14,1867.12,1867.12,1824.29,472681,4424491,1051727698
2012/01/09,1826.49,1832.04,1832.04,1810.48,395512,4237522,1043623188
2012/01/10,1853.22,1841.13,1859.55,1840.47,388644,4927969,1058727535
2012/01/11,1845.55,1857.54,1857.82,1843.12,447956,4862021,1054656344
2012/01/12,1864.57,1853.10,1864.57,1837.96,476341,5407363,1065104857
2012/01/13,1875.68,1865.72,1881.84,1861.53,475033,5955531,1071501488
2012/01/16,1859.27,1860.77,1863.32,1843.86,391916,3938145,1062045079
2012/01/17,1892.74,1878.16,1892.76,1878.16,431988,6003928,1081010124
2012/01/18,1892.39,1891.17,1898.70,1884.33,428003,6069244,1081149678
2012/01/19,1914.97,1912.43,1914.98,1902.02,374372,6480555,1094332650
2012/01/20,1949.89,1922.13,1952.09,1922.13,404777,7359092,1114258768
2012/01/25,1952.23,1947.74,1973.35,1945.14,375933,6168946,1115552158
2012/01/26,1957.18,1959.19,1962.71,1949.51,408022,5549398,1117841827
2012/01/27,1964.83,1960.70,1966.20,1949.46,448919,6147986,1122208777
2012/01/30,1940.55,1956.63,1961.60,1936.14,411696,6395980,1108364922
2012/01/31,1955.79,1943.25,1960.44,1936.68,469194,6707348,1117151542
2012/02/01,1959.24,1948.57,1969.80,1947.46,501062,7156315,1119009871
2012/02/02,1984.30,1982.23,1993.88,1977.32,641047,8775975,1133236176
2012/02/03,1972.34,1982.24,1982.62,1961.95,535879,7522074,1126229235
2012/02/06,1973.13,1994.21,1996.05,1964.77,523217,7292492,1126834106
2012/02/07,1981.59,1976.77,1983.82,1971.33,539408,6581705,1131812830
2012/02/08,2003.73,1985.21,2003.73,1982.99,587909,7495414,1144240174
2012/02/09,2014.62,1998.20,2014.62,1978.51,557636,7982308,1150304988
2012/02/10,1993.71,2010.04,2011.52,1986.96,696742,7615142,1138181428
2012/02/13,2005.74,2000.66,2010.66,1991.28,452787,5757137,1145155872
2012/02/14,2002.64,1999.53,2008.65,1995.60,515881,6677664,1143629953
2012/02/15,2025.32,2012.00,2026.75,2009.68,681465,7694193,1156737378
2012/02/16,1997.45,2005.37,2012.44,1995.99,696686,6857741,1141138846
2012/02/17,2023.47,2025.56,2031.40,2019.79,731090,7480494,1156075606
2012/02/20,2024.90,2041.51,2047.43,2024.59,733915,6249373,1156912787
2012/02/21,2024.24,2022.05,2030.46,2007.46,709018,5622725,1156557672
2012/02/22,2028.65,2018.07,2028.93,2015.30,883739,6211737,1158991311
2012/02/23,2007.80,2016.46,2016.46,2001.25,690116,6379231,1150128511
2012/02/24,2019.89,2010.60,2019.90,1998.39,717914,5712026,1157117870
2012/02/27,1991.16,2013.61,2013.69,1987.74,636010,5581133,1140967727
2012/02/28,2003.69,1995.93,2006.26,1992.66,607928,6354433,1148095229
2012/02/29,2030.25,2015.38,2033.63,2015.38,562640,6814214,1163380790
2012/03/02,2034.63,2041.52,2046.82,2033.50,483187,5842717,1165946320
2012/03/05,2016.06,2028.97,2030.57,2011.50,548009,5127361,1155198110
2012/03/06,2000.36,2019.28,2023.83,1988.86,554733,5298150,1146426068
2012/03/07,1982.15,1968.72,1987.97,1966.69,511288,4976381,1136045079
2012/03/08,2000.76,1989.30,2004.72,1978.79,456093,6381064,1147029155
2012/03/09,2018.30,2017.67,2022.95,2001.67,416398,5404975,1157242883
2012/03/12,2002.50,2018.73,2019.14,2001.50,375480,4812518,1148208381
2012/03/13,2025.04,2012.91,2028.98,2012.91,448922,5657247,1161650378
2012/03/14,2045.08,2050.50,2057.28,2045.08,541113,6427318,1173323539
2012/03/15,2043.76,2044.01,2050.48,2038.60,476105,6006292,1172998457
2012/03/16,2034.44,2054.63,2054.99,2034.21,464242,5913260,1168105341
2012/03/19,2047.00,2040.07,2050.87,2036.35,555801,4976576,1175510789
2012/03/20,2042.15,2046.38,2055.34,2035.26,540337,5404193,1172815783
2012/03/21,2027.23,2031.58,2039.80,2022.97,517067,5174204,1164159170
2012/03/22,2026.12,2026.75,2031.42,2017.93,541726,5301426,1164051273
2012/03/23,2026.83,2015.07,2029.77,2013.72,506770,4829003,1164693249
2012/03/26,2019.19,2035.17,2041.05,2012.86,436975,4591120,1160220832
2012/03/27,2039.76,2042.47,2043.75,2028.39,606413,5147275,1172477800
2012/03/28,2031.74,2034.35,2038.45,2028.11,533801,5117814,1168088126
2012/03/29,2014.41,2019.41,2025.23,2004.94,470321,5007462,1157849112
2012/03/30,2014.04,2011.50,2018.09,2002.61,449871,5332965,1157582327
2012/04/02,2029.29,2022.42,2031.79,2015.72,409917,4339315,1166447109
2012/04/03,2049.28,2040.81,2051.80,2038.52,593278,6089846,1178138420
2012/04/04,2018.61,2046.90,2048.11,2015.57,621544,6426545,1160637903
2012/04/05,2028.77,2006.27,2030.69,1997.12,549308,5773456,1166855952
2012/04/06,2029.03,2026.32,2033.49,2022.81,536307,4563184,1166979558
2012/04/09,1997.08,2008.03,2009.36,1995.80,466746,4320749,1148860808
2012/04/10,1994.41,2000.77,2011.27,1990.13,543736,4966683,1147902758
2012/04/12,1986.63,1985.16,1986.63,1969.09,391511,5013904,1143425422
2012/04/13,2008.91,2001.71,2011.37,1996.23,495288,5489206,1156388307
2012/04/16,1992.63,1985.28,1998.35,1982.93,452523,3936659,1146989840
2012/04/17,1985.30,1995.33,1999.50,1982.44,445682,3989376,1141883974
2012/04/18,2004.53,2014.23,2014.95,2001.59,382938,4644963,1153190210
2012/04/19,1999.86,2000.40,2008.82,1994.61,412119,4130929,1150475581
2012/04/20,1974.65,1988.22,1988.22,1970.54,518733,4841201,1135852718
2012/04/23,1972.63,1971.39,1980.94,1964.12,585160,3579012,1134461838
2012/04/24,1963.42,1956.75,1972.24,1954.01,630804,5046901,1129400078
2012/04/25,1961.98,1980.51,1980.51,1961.97,681754,5090881,1129236340
2012/04/26,1964.04,1976.82,1979.43,1955.05,607424,5348150,1131131025
2012/04/27,1975.35,1972.05,1983.26,1967.84,484705,5349492,1137649563
2012/04/30,1981.99,1989.52,1991.12,1975.46,837865,6360434,1141667287
2012/05/02,1999.07,1994.17,2001.11,1989.55,653037,6688236,1151291103
2012/05/03,1995.11,1995.78,1998.90,1990.45,685809,4661425,1148799331
2012/05/04,1989.15,1987.03,1992.10,1981.58,608821,4948438,1144803204
2012/05/07,1956.44,1956.06,1960.51,1952.42,533663,4781277,1125871515
2012/05/08,1967.01,1967.28,1969.64,1961.44,492688,4225838,1131748885
2012/05/09,1950.29,1958.31,1962.04,1945.31,468023,4964577,1122527694
2012/05/10,1944.93,1944.80,1951.51,1937.14,425056,4465626,1119563513
2012/05/11,1917.13,1939.00,1939.00,1915.69,535932,4444515,1103853398
2012/05/14,1913.73,1917.26,1921.65,1900.43,399003,4080376,1102333436
2012/05/15,1898.96,1897.74,1904.99,1881.80,524595,5241113,1092989231
2012/05/16,1840.53,1886.69,1889.29,1840.23,426185,5565576,1059206810
2012/05/17,1845.24,1842.83,1856.34,1833.08,444286,5683444,1062131980
2012/05/18,1782.46,1813.79,1813.79,1779.47,547768,5754319,1026148099
2012/05/21,1799.13,1801.48,1804.48,1788.33,414130,4277567,1035910281
2012/05/22,1828.69,1825.82,1831.06,1813.53,428371,4943176,1053281065
2012/05/23,1808.62,1815.33,1815.33,1796.50,447564,4206101,1041766826
2012/05/24,1814.47,1807.07,1816.98,1800.74,407901,3601428,1044704233
2012/05/25,1824.17,1818.62,1831.78,1815.54,386490,3585646,1050270743
2012/05/29,1849.91,1821.63,1851.94,1817.90,327998,3816908,1065015034
2012/05/30,1844.86,1846.12,1846.60,1828.83,417042,3917782,1062117051
2012/05/31,1843.47,1819.99,1843.49,1813.01,447946,4660585,1061319739
2012/06/01,1834.51,1832.08,1842.00,1821.98,334419,3587178,1056367509
2012/06/04,1783.13,1782.58,1794.02,1776.85,395064,4941462,1026592897
2012/06/05,1801.85,1799.88,1806.11,1791.84,338829,3546020,1036839482
2012/06/07,1847.95,1839.49,1853.20,1839.49,403444,4677425,1064083501
2012/06/08,1835.64,1854.00,1854.59,1832.83,379829,3465342,1057085865
2012/06/11,1867.04,1860.90,1869.33,1859.74,382218,4408894,1075207660
2012/06/12,1854.74,1840.56,1857.93,1840.10,421369,3632154,1068263520
2012/06/13,1859.32,1867.45,1867.45,1849.71,558262,3805454,1070840843
2012/06/14,1871.48,1856.57,1871.48,1855.06,426635,4896637,1077791320
2012/06/15,1858.16,1871.48,1871.48,1847.19,452512,4777991,1070011533
2012/06/18,1891.71,1892.91,1901.11,1887.05,376282,4440194,1088974318
2012/06/19,1891.77,1885.56,1895.32,1883.56,380909,3535401,1089324564
2012/06/20,1904.12,1908.19,1908.19,1895.27,367742,3705294,1096458950
2012/06/21,1889.15,1895.51,1900.44,1879.65,390170,3948385,1087804494
2012/06/22,1847.39,1861.44,1863.57,1843.57,300708,4348371,1063610778
2012/06/25,1825.38,1842.76,1842.76,1813.41,291235,4152682,1050785208
2012/06/26,1817.81,1818.51,1826.66,1814.46,313272,3648161,1046665326
2012/06/27,1817.65,1815.70,1821.47,1795.16,319484,4308729,1046790699
2012/06/28,1819.18,1826.37,1827.35,1806.08,309661,3195505,1047795578
2012/06/29,1854.01,1808.61,1854.01,1801.63,320634,4391617,1068289006
2012/07/02,1851.65,1864.73,1865.93,1851.28,273629,3608517,1066660642
2012/07/03,1867.82,1858.70,1871.08,1858.44,348202,4876714,1075734342
2012/07/04,1874.45,1875.52,1881.68,1871.84,336136,4585140,1079555524
2012/07/05,1875.49,1870.53,1878.13,1866.91,324185,3654492,1080125976
2012/07/06,1858.20,1877.74,1880.36,1850.10,340654,3635830,1070261267
2012/07/09,1836.13,1840.30,1844.32,1833.11,282037,3317178,1057173473
2012/07/10,1829.45,1843.77,1845.94,1823.79,368859,3372767,1053408427
2012/07/11,1826.39,1825.53,1827.60,1813.79,336688,3358554,1051690095
2012/07/12,1785.39,1827.82,1830.77,1785.32,320829,4358848,1028668796
2012/07/13,1812.89,1790.98,1820.66,1773.67,348543,4718750,1044743880
2012/07/16,1817.79,1820.34,1821.84,1807.11,268354,3255305,1047725143
2012/07/17,1821.96,1808.63,1835.64,1802.07,412610,4832967,1050199043
2012/07/18,1794.91,1821.28,1827.95,1790.36,454662,4457597,1034867688
2012/07/19,1822.96,1820.84,1830.09,1815.71,488683,4724745,1050949412
2012/07/20,1822.93,1823.95,1830.26,1818.84,412102,3646406,1050970343
2012/07/23,1789.44,1799.24,1799.24,1780.01,502128,3651276,1031954036
2012/07/24,1793.93,1784.47,1796.02,1781.60,490621,4172879,1034810656
2012/07/25,1769.31,1760.22,1785.84,1758.99,468022,3842058,1020501865
2012/07/26,1782.47,1778.01,1787.20,1766.81,409562,3863428,1028107064
2012/07/27,1829.16,1812.98,1829.16,1805.92,397607,4602746,1054977770
2012/07/30,1843.79,1847.01,1850.27,1841.40,337204,3875817,1063861034
2012/07/31,1881.99,1845.46,1896.83,1842.51,359153,5633706,1086394781
2012/08/01,1879.93,1870.58,1886.32,1867.28,291295,3816142,1084790566
2012/08/02,1869.40,1883.68,1885.89,1864.86,270464,3390042,1078498131
2012/08/03,1848.68,1846.58,1864.13,1843.87,257939,3673628,1066405975
2012/08/06,1885.88,1883.62,1894.92,1881.86,245574,4182701,1087882765
2012/08/07,1886.80,1883.82,1891.60,1881.66,325270,3525354,1088393623
2012/08/08,1903.23,1896.58,1919.61,1896.56,485570,5626297,1097977281
2012/08/09,1940.59,1907.13,1947.08,1907.13,495273,6518438,1119109791
2012/08/10,1946.40,1937.89,1948.05,1933.93,326530,4049621,1122381481
2012/08/13,1932.44,1945.33,1946.20,1932.40,352650,3152880,1114255129
2012/08/14,1956.96,1942.61,1957.15,1939.45,341113,4089113,1128271457
2012/08/16,1957.91,1956.35,1959.92,1947.26,430511,4055062,1128752857
2012/08/17,1946.54,1964.07,1964.07,1941.79,372454,4697054,1121728936
2012/08/20,1946.31,1944.67,1949.89,1938.25,357942,3826162,1121324925
2012/08/21,1943.22,1954.51,1961.07,1942.61,407533,3828106,1120075754
2012/08/22,1935.19,1939.60,1947.43,1917.48,422802,4094898,1115623946
2012/08/23,1942.54,1934.56,1942.97,1924.50,604386,4245147,1119830449
2012/08/24,1919.81,1921.08,1927.10,1913.75,631348,4419263,1106840712
2012/08/27,1917.87,1909.02,1925.15,1907.50,572932,6022605,1104541986
2012/08/28,1916.33,1922.02,1925.70,1910.58,611920,4481779,1103880064
2012/08/29,1928.54,1920.49,1931.00,1914.82,592385,4877706,1111060818
2012/08/30,1906.38,1922.82,1922.82,1897.07,747759,5013685,1098305125
2012/08/31,1905.12,1897.16,1912.24,1896.84,659108,4471843,1098073005
2012/09/03,1912.71,1909.06,1921.84,1885.03,597138,4250214,1102301322
2012/09/04,1907.13,1911.47,1916.16,1906.22,881537,4690466,1099297640
2012/09/05,1874.03,1894.70,1894.70,1874.03,624137,4689669,1080506783
2012/09/06,1881.24,1881.54,1888.18,1873.49,752889,4251232,1084687321
2012/09/07,1929.58,1918.36,1929.58,1915.56,597675,5882174,1112760759
2012/09/10,1924.70,1934.63,1937.85,1924.70,620841,4325769,1110189442
2012/09/11,1920.00,1920.46,1923.09,1912.47,718729,4342536,1107381958
2012/09/12,1950.03,1931.44,1953.03,1927.75,708400,5253227,1124103484
2012/09/13,1950.69,1948.27,1955.03,1938.74,983078,6096823,1124489630
2012/09/14,2007.58,1994.42,2008.97,1991.13,1023863,9187632,1156966116
2012/09/17,2002.35,2005.54,2011.50,1997.79,881694,6581190,1153893803
2012/09/18,2004.96,1998.30,2005.73,1995.83,855270,5112223,1155105880
2012/09/19,2007.88,2000.20,2012.74,1993.91,959923,5811358,1156471187
2012/09/20,1990.33,1997.65,2004.54,1987.94,618390,5363196,1146250923
2012/09/21,2002.37,2000.05,2005.11,1991.56,649195,4964442,1153267051
2012/09/24,2003.44,1996.42,2005.45,1977.70,482969,4272566,1154292328
2012/09/25,1991.41,1994.08,2004.26,1988.88,528994,4596751,1147413338
2012/09/26,1980.44,1973.11,1986.28,1968.85,1209791,4851962,1141196555
2012/09/27,1988.70,1969.65,1991.26,1969.60,693725,4727368,1145989479
2012/09/28,1996.21,2000.01,2000.01,1988.41,678168,5087597,1150626143
2012/10/02,1996.03,1998.52,2003.63,1995.12,496278,3678874,1150652664
2012/10/04,1992.68,1998.73,1998.99,1983.03,596926,4951129,1148638346
2012/10/05,1995.17,2004.62,2007.84,1991.21,681224,4480731,1150075379
2012/10/08,1981.89,1994.05,1994.05,1979.24,508309,4565278,1142562180
2012/10/09,1979.04,1982.09,1992.32,1979.00,516873,3793009,1140839282
2012/10/10,1948.22,1961.90,1962.72,1948.22,449390,4725647,1123202852
2012/10/11,1933.09,1934.49,1949.74,1919.82,464109,4678414,1114374056
2012/10/12,1933.26,1937.85,1940.32,1927.39,398788,3785419,1114540759
2012/10/15,1925.59,1927.82,1937.15,1921.32,567911,4591523,1110236893
2012/10/16,1941.54,1942.51,1944.22,1931.09,538401,3850082,1119646426
2012/10/17,1955.15,1955.78,1965.53,1949.71,499782,4259891,1127621147
2012/10/18,1959.12,1960.39,1963.53,1954.10,494960,4290434,1129958653
2012/10/19,1943.84,1954.33,1958.64,1938.96,383231,4151882,1121129094
2012/10/22,1941.59,1910.98,1942.64,1910.23,458103,3819124,1120038801
2012/10/23,1926.81,1943.79,1944.38,1926.81,538989,4208759,1111855283
2012/10/24,1913.96,1907.16,1922.02,1901.62,564643,5648214,1104237923
2012/10/25,1924.50,1906.91,1924.51,1904.95,438066,4873525,1110711563
2012/10/26,1891.43,1917.64,1921.25,1890.15,437522,4605466,1091761764
2012/10/29,1891.52,1901.83,1905.22,1884.77,371725,4174207,1091751633
2012/10/30,1899.58,1894.05,1913.52,1893.75,334133,3451550,1096593774
2012/10/31,1912.06,1912.83,1918.40,1909.08,397246,3834393,1103576637
2012/11/01,1898.44,1903.57,1904.99,1887.56,402382,5289641,1095728662
2012/11/02,1918.72,1920.55,1921.98,1915.11,441214,5579978,1107339107
2012/11/05,1908.22,1905.46,1914.38,1903.32,343426,4609926,1101072181
2012/11/06,1928.17,1911.83,1928.17,1908.49,545831,4572507,1112593988
2012/11/07,1937.55,1933.79,1937.55,1916.81,556715,4679606,1118043980
2012/11/08,1914.41,1912.64,1918.69,1905.62,659652,5391310,1104987667
2012/11/09,1904.41,1893.09,1907.57,1879.06,636226,4801897,1100225445
2012/11/12,1900.87,1899.30,1903.81,1892.68,473261,3779624,1098188004
2012/11/13,1889.70,1904.19,1904.97,1881.85,494880,3925921,1091947201
2012/11/14,1894.04,1891.45,1895.48,1880.61,533942,4761323,1094739528
2012/11/15,1870.72,1870.29,1875.49,1859.79,450853,4184445,1081106218
2012/11/16,1860.83,1865.81,1872.69,1856.81,465049,4059171,1075506875
2012/11/19,1878.10,1869.76,1884.11,1869.23,349357,3257143,1085323855
2012/11/20,1890.18,1896.58,1897.56,1886.34,372346,3720393,1092541549
2012/11/21,1884.04,1895.72,1899.60,1878.25,380800,4006652,1089264066
2012/11/22,1899.50,1894.66,1903.27,1893.18,412817,3761087,1098233012
2012/11/23,1911.33,1901.73,1911.33,1894.58,329951,3590899,1105199098
2012/11/26,1908.51,1918.01,1918.11,1905.95,276752,3232184,1103415433
2012/11/27,1925.20,1917.14,1930.24,1913.97,588282,4818489,1112984465
2012/11/28,1912.78,1916.31,1916.76,1906.20,408908,3910524,1105847799
2012/11/29,1934.85,1922.86,1935.10,1922.51,388791,4855980,1118739859
2012/11/30,1932.90,1932.71,1941.84,1927.98,337273,4537196,1117290216
2012/12/03,1940.02,1937.28,1944.75,1933.67,314888,3391220,1121725229
2012/12/04,1935.18,1932.66,1938.28,1928.09,294802,2930092,1119033437
2012/12/05,1947.04,1933.45,1949.70,1930.15,492576,4149400,1126088698
2012/12/06,1949.62,1948.55,1955.07,1946.03,345317,4687785,1127456895
2012/12/07,1957.45,1953.17,1963.06,1952.83,413446,4411713,1131804752
2012/12/10,1957.42,1965.71,1970.19,1955.39,367566,3692643,1132069724
2012/12/11,1964.62,1962.52,1965.68,1956.75,404828,4558816,1136101079
2012/12/12,1975.44,1972.33,1975.44,1966.91,459715,4705026,1142000638
2012/12/13,2002.77,1976.18,2002.78,1976.18,421460,6047125,1157693818
2012/12/14,1995.04,1989.42,1999.65,1985.19,350497,4319652,1153466792
2012/12/17,1983.07,1993.18,1999.38,1981.13,366678,4300934,1145967170
2012/12/18,1993.09,1990.72,1993.09,1979.22,454272,4642140,1151887181
2012/12/20,1999.50,2002.11,2006.08,1991.81,421934,5537023,1155383532
2012/12/21,1980.42,2004.61,2004.67,1976.09,553671,5362182,1144544275
2012/12/24,1981.82,1984.18,1985.57,1977.00,348173,3245615,1145532207
2012/12/26,1982.25,1992.10,2000.92,1982.25,457994,3618714,1145745523
2012/12/27,1987.35,1979.46,1987.91,1971.53,376071,3065826,1148494546
2012/12/28,1997.05,1984.84,2002.67,1984.84,302927,3299123,1154294167
2013/01/02,2031.10,2013.74,2033.66,2012.30,364080,4458542,1173709279
2013/01/03,2019.41,2041.24,2042.48,2018.49,491014,6093650,1166944775
2013/01/04,2011.94,2017.88,2018.63,2001.53,378862,4790453,1162497621
2013/01/07,2011.25,2012.15,2014.00,1996.47,536220,4009482,1162757557
2013/01/08,1997.94,2003.22,2009.99,1997.91,493728,3991999,1155472783
2013/01/09,1991.81,2001.98,2007.72,1989.48,607581,4026867,1151782175
2013/01/10,2006.80,1993.87,2008.47,1988.04,500778,4556501,1161043326
2013/01/11,1996.67,2017.38,2017.92,1984.16,472563,4428254,1155151736
2013/01/14,2007.04,1993.82,2007.04,1989.24,454751,4337575,1160778195
2013/01/15,1983.74,2006.89,2016.37,1983.74,546220,4426687,1146848277
2013/01/16,1977.45,1988.44,1996.46,1970.01,457618,4284521,1143419498
2013/01/17,1974.27,1983.67,1986.34,1964.62,828726,4101672,1141624356
2013/01/18,1987.85,1987.65,1988.47,1976.72,583335,3913549,1149473577
2013/01/21,1986.86,1987.96,1991.98,1972.64,446597,3818733,1149008976
2013/01/22,1996.52,1986.58,1999.35,1981.88,553442,4258823,1154805976
2013/01/23,1980.41,2003.37,2008.06,1980.41,491356,4203441,1145572582
2013/01/24,1964.48,1970.85,1980.03,1960.75,558392,4556605,1136333926
2013/01/25,1946.69,1966.40,1966.83,1934.89,401831,5049357,1125963519
2013/01/28,1939.71,1940.33,1943.49,1930.37,349466,4656238,1121569269
2013/01/29,1955.96,1946.11,1958.88,1944.81,465008,4713384,1131071471
2013/01/30,1964.43,1961.92,1967.29,1950.67,523258,4363295,1136353143
2013/01/31,1961.94,1960.78,1965.92,1954.53,399576,4516146,1135191271
2013/02/01,1957.79,1964.75,1966.54,1942.44,385886,4095798,1132757352
2013/02/04,1953.21,1968.95,1969.13,1952.83,345361,3592132,1130501073
2013/02/05,1938.18,1936.92,1944.00,1928.75,366687,3775456,1122006446
2013/02/06,1936.19,1943.33,1944.44,1935.44,349221,3677504,1120874224
2013/02/07,1931.77,1939.42,1946.67,1931.10,412163,3572998,1118160940
